,date,like,place,tags
35,2021-05-27,10,,"['#오오티디', '#오오티디룩', '#데일리룩', '#데일리', '#패션스타그램', '#패션', '#패션코디', '#선팔', '#선팔하면맞팔', '#오오티디패션', '#옷스타그램', '#옷스타그램일상', '#좋아요반사', '#스트릿룩', '#스트릿룩', '#미니멀룩', '#미니멀패션', '#남자코디', '#대학생룩', '#f4f', '#아웃핏', '#ootd', '#ootdstyle', '#dailyoutfit', '#fashionpost', '#outfits', '#outfitinspiration', '#followforfollowback', '#streetfashion', '#lookoftheday']"
36,2021-05-27,33,,"['#감성', '#분위기', '#데일리', '#맞팔', '#선팔', '#선팔하면맞팔', '#좋아요', '#일상', '#팔로우', '#데일리그램', '#가로수길', '#압구정', '#패션', '#셀스타그램', '#오오티디', '#좋반', '#좋아요반사', '#instadaily', '#instagood', '#followme', '#likeforfolllow', '#selstagram', '#likeforlikes', '#follow4like', '#like4likes', '#like4follow', '#likeforlikeback', '#instafashion']"
37,2021-05-27,25,,"['#원피스', '#데일리룩', '#셀카', '#셀스타그램', '#일상', '#전신샷', '#좋아요반사', '#좋반', '#셀피', '#인친', '#오오티디', '#outfit', '#selfie', '#ootd', '#daily', '#dailylook', '#instamood', '#f4f', '#instagood', '#fahsion', '#인스타마켓', '#블로그마켓', '#쇼핑몰', '#여자쇼핑몰', '#쇼핑몰모델']"
38,2021-05-27,79,,"['#셀카', '#인스타그램', '#selca', '#selfie', '#셀스타그램', '#얼스타그램', '#follow', '#데일리', '#21', '#daily', '#좋반', '#선팔하면맞팔', '#선팔', '#맞팔', '#ootd', '#instalike', '#좋아요', '#좋아요반사', '#좋반테러', '#첫줄반사', '#likeforlikes', '#likeforfollow', '#like4likes', '#패션', '#fashion', '#소통', '#dailylook']"
39,2021-05-27,39,옥련동 길바닥,"['#미니멀룩', '#미니멀룩', '#미니멀리즘', '#미니멀패션', '#minimal', '#minimalism', '#ootd', '#daily', '#outfit', '#dailylook', '#wiwt', '#옷스타그램', '#오오티디', '#아웃핏', '#데일리룩', '#아메카지', '#캐주얼', '#패션스타그램', '#전신샷', '#스트릿패션', '#selca', '#selfie', '#koreanstyle', '#theory', '#style', '#팔로우', '#패션', '#좋아요반사', '#맞팔', '#followforfollowback']"
40,2021-05-27,44,"Daegu, South Korea","['#rose', '#피드꾸미기', '#피드맞추기', '#갬성사진', '#감성피드', '#피드채우기', '#일상', '#일상스타그램', '#데일리', '#맞팔', '#맞팔선팔', '#맞팔댓', '#좋아요', '#좋반', '#물감', '#fff', '#likeforlikes', '#lfl', '#daily', '#selstagram', '#beauty', '#instagood', '#instadaily', '#instalike', '#like', '#like4like']"
41,2021-05-27,434,On the Button온더버튼,"['#셀피', '#아웃핏', '#소통환영', '#얼스타그램', '#오오티디', '#남친룩', '#맞팔환영', '#20대코디', '#맞팔해요', '#소통', '#인스타데일리', '#선팔맞팔', '#데일리', '#스타일', '#인친', '#셀스타그램', '#좋아요반사', '#패피', '#일상', '#패션스타그램', '#소통해요', '#팔로미', '#오늘의코디', '#셀카', '#선팔하면맞팔', '#패션', '#데일리패션', '#선팔', '#일상그램']"
42,2021-05-27,104,,"['#대학생', '#패션', '#패션스타그램', '#패션코디', '#fashion', '#fashionista', '#데일리룩', '#데일리', '#데일리스타그램', '#daily', '#dailylook', '#셀카', '#셀스타그램', '#셀피', '#selfie', '#selca', '#selstagram', '#ootd', '#오오티디', '#카페', '#카페스타그램', '#부산', '#울산', '#서면', '#삼산', '#해운대', '#fff', '#follow', '#팔로우', '#맞팔']"
43,2021-05-27,182,경성대·부경대역,"['#셀카', '#셀피', '#셀스타그램', '#얼스타그램', '#일상', '#선팔', '#맞팔', '#선팔하면맞팔', '#먹스타그램', '#인스타그램', '#인테리어', '#럽스타그램', '#카페', '#서면', '#홍대', '#강남', '#가로수길', '#이태원', '#동성로', '#해운대', '#좋아요반사', '#인친', '#소통', '#뷰티', '#패션', '#쇼핑', '#데일리', '#감성', '#selfie']"
44,2021-05-27,54,,"['#체리에이드_리랑', '#네일', '#네일아트', '#네일리스트', '#nail', '#nailart', '#naillst', '#daily', '#ネイル', '#ネイルアート', '#군자역네일', '#건대네일', '#네일디자인', '#패션', '#model', '#fashion', '#마블네일', '#라인네일', '#레드시럽네일', '#art', '#f4f', '#mood', '#코로나', '#셀피', '#시럽네일']"
45,2021-05-27,56,,"['#daily', '#fff', '#f4f', '#l4l', '#likeforlikes', '#followforfollowback', '#fashion', '#selfie', '#selca', '#selfies', '#korean', '#ootd', '#데일리룩', '#일상', '#좋아요', '#좋반', '#인친', '#선팔', '#맞팔', '#패션', '#팔로우', '#셀피', '#안산', '#얼스타그램', '#셀스타그램', '#셀카', '#99', '#いいね返し']"
